movie_id,title,release_year,duration,genre,rating,popularity_score,budget,revenue
91,Movie_91,2003,132,Western,3.7,3.3,125063254,306357821
92,Movie_92,1992,119,Sci-Fi,3.2,100.0,28796002,27457281
93,Movie_93,1990,106,Animation,3.5,42.7,30714025,61887693
94,Movie_94,1994,88,Sci-Fi,3.4,73.0,171149494,588102324
95,Movie_95,2015,106,Horror,2.7,22.7,101387047,338718461
96,Movie_96,2003,103,Comedy,5.0,2.2,82064278,262511280
97,Movie_97,2016,169,Comedy,3.8,15.0,10086903,23689236
98,Movie_98,1998,149,Comedy,3.2,3.8,91034901,288144937
99,Movie_99,2004,99,Documentary,2.8,4.1,30376797,77657221
100,Movie_100,2004,124,Sci-Fi,3.2,12.1,11747763,9291652
101,Movie_101,2015,148,Western,3.2,50.2,234875053,379477257
102,Movie_102,2002,99,Mystery,3.5,85.1,9440382,17653857
103,Movie_103,2021,77,War,4.4,86.1,127512355,157786311
104,Movie_104,2021,66,War,2.9,100.0,26433,63781
105,Movie_105,1993,158,Mystery,3.6,53.4,28805381,93442470
106,Movie_106,2019,114,Drama,4.1,1.0,1517599,6582188
107,Movie_107,2012,128,Thriller,3.0,23.7,121778484,226990947
108,Movie_108,2004,102,Fantasy,3.0,5.9,6727397,12667845
109,Movie_109,2018,81,Thriller,2.3,75.1,55904814,191355740
110,Movie_110,2002,87,Mystery,4.8,6.4,49877801,92463608
111,Movie_111,2021,79,Animation,3.9,5.6,75495108,273406956
112,Movie_112,1996,145,Family,3.0,1.4,68694114,173434727
113,Movie_113,2011,164,Family,3.0,100.0,1649349,3588499
114,Movie_114,2017,121,Action,2.7,77.0,24583891,55873616
115,Movie_115,1991,74,Crime,3.6,20.3,19468988,82742234
116,Movie_116,1995,134,Sci-Fi,3.2,23.6,180383895,439658608
117,Movie_117,2017,157,Horror,2.8,3.1,74559016,91724888
118,Movie_118,2017,149,Western,2.9,8.6,61543184,266846792
119,Movie_119,2009,119,Crime,4.1,18.7,29184189,95935063
120,Movie_120,2019,112,Romance,3.2,24.5,110805845,301411154
121,Movie_121,2000,118,Family,2.5,48.4,848135,424067
122,Movie_122,2017,156,Family,3.6,21.6,12966957,24091546
123,Movie_123,2014,142,Romance,3.0,100.0,59374273,143955230
124,Movie_124,2022,108,Western,4.0,21.0,35503259,42041031
125,Movie_125,1990,107,Western,4.7,100.0,38157807,77224147
126,Movie_126,2016,105,Adventure,2.0,65.4,26922256,39514514
127,Movie_127,2002,88,Animation,2.9,100.0,9103576,25597067
128,Movie_128,1992,160,Western,3.6,60.7,9089373,30315953
129,Movie_129,1995,96,Adventure,3.4,42.0,17441094,56995212
130,Movie_130,1997,134,Action,4.5,35.6,31584699,103032714
131,Movie_131,2016,100,Adventure,3.5,17.2,86899325,159671621
132,Movie_132,1998,105,Horror,3.7,17.7,29604678,124964625
133,Movie_133,2022,116,Documentary,3.8,12.6,114038890,315621429
134,Movie_134,2013,136,Romance,3.0,24.4,6421035,3425054
135,Movie_135,2004,112,Action,3.9,6.8,15857121,48578148
136,Movie_136,2021,85,Documentary,3.8,24.5,3656701,6161066
137,Movie_137,2021,120,Action,3.6,89.7,35670103,80518336
138,Movie_138,2013,96,Adventure,2.0,100.0,4717308,13038710
139,Movie_139,2001,166,Family,2.9,51.5,79404408,230243824
140,Movie_140,1991,112,Thriller,3.6,14.8,2028794,7230929
141,Movie_141,1992,99,Documentary,3.4,13.7,32255333,87031463
142,Movie_142,2006,179,Fantasy,4.1,16.3,27289361,104427792
143,Movie_143,1991,142,Action,4.1,34.7,11296926,23600941
144,Movie_144,1991,93,Crime,3.8,100.0,44197685,158039447
145,Movie_145,2017,96,Drama,4.1,5.8,24396026,29520349
146,Movie_146,2012,134,Fantasy,3.9,34.7,11030264,13224027
147,Movie_147,2021,121,Thriller,3.1,57.3,87596984,262508825
148,Movie_148,2022,146,Mystery,3.5,14.1,54042865,69425680
149,Movie_149,1990,100,Fantasy,2.6,100.0,611365,2072219
150,Movie_150,2008,141,Comedy,4.7,21.5,34844175,101026649
151,Movie_151,1991,60,Sci-Fi,2.5,100.0,15825117,55649940
152,Movie_152,2015,115,Comedy,1.8,45.5,123321282,395410237
153,Movie_153,2021,101,War,5.0,1.0,64654929,234281189
154,Movie_154,1995,106,Comedy,3.4,18.6,47287869,169135919
155,Movie_155,2021,116,Animation,4.2,1.1,4663587,12749957
156,Movie_156,1993,154,Family,4.1,24.0,133426511,322883281
157,Movie_157,2000,85,Crime,4.3,100.0,7786001,28210002
158,Movie_158,2006,60,Drama,4.0,75.5,29959772,128496928
159,Movie_159,2013,88,Horror,4.0,48.4,57134725,128060035
160,Movie_160,1994,150,Documentary,1.6,38.7,34136977,124125015
161,Movie_161,2023,70,Thriller,2.7,23.3,107053098,244317059
162,Movie_162,1995,102,Fantasy,1.4,11.9,90194010,194968539
163,Movie_163,2011,145,Thriller,2.8,3.2,7272556,22639697
164,Movie_164,2000,118,Animation,3.1,10.5,48069146,159337034
165,Movie_165,2005,153,Documentary,3.4,21.7,2680754,8283231
166,Movie_166,2022,60,Animation,2.7,36.7,63751516,169830082
167,Movie_167,1998,110,Adventure,3.2,11.4,66594271,179345869
168,Movie_168,1995,160,Western,3.1,100.0,21117173,25750655
169,Movie_169,2005,86,Animation,3.8,4.0,77227898,202741963
170,Movie_170,2018,151,Adventure,4.1,5.0,52878668,204203056
171,Movie_171,1992,112,Adventure,3.7,57.4,35064081,128406448
172,Movie_172,2009,133,Horror,4.0,70.3,30373485,57850232
173,Movie_173,2008,157,Mystery,3.7,100.0,5778427,17981051
174,Movie_174,2015,132,Drama,4.4,37.8,37868711,113684195
175,Movie_175,1992,102,Horror,5.0,9.1,8486060,35625540
176,Movie_176,2008,136,Western,1.5,100.0,53360108,183750794
177,Movie_177,2009,100,War,4.4,100.0,45158110,128637736
178,Movie_178,2021,128,Animation,2.5,100.0,17161915,54933189
179,Movie_179,1996,82,Family,3.6,100.0,14184441,25925351
180,Movie_180,2022,120,Sci-Fi,3.7,4.0,32319143,90864033
181,Movie_181,2007,155,Western,4.0,96.5,35922009,163695093
182,Movie_182,1990,111,Adventure,3.5,100.0,79955896,206385940
183,Movie_183,2000,152,Mystery,3.5,40.2,18117263,38699783
184,Movie_184,2017,212,Mystery,3.8,74.0,25827317,97858480
185,Movie_185,2014,119,Drama,3.2,54.1,21026044,45883481
186,Movie_186,2012,138,Animation,2.0,17.0,25053402,40295393
187,Movie_187,2020,134,Fantasy,3.5,44.3,41862061,169726849
188,Movie_188,2019,126,Drama,2.9,100.0,40762477,84169209
189,Movie_189,1996,143,War,2.8,34.3,22419335,54871968
190,Movie_190,2005,112,Fantasy,2.8,44.6,46119877,105123763
191,Movie_191,2015,100,Adventure,1.9,37.9,47861454,211917900
192,Movie_192,1991,74,Documentary,3.2,16.6,37422195,18711097
193,Movie_193,1990,109,Crime,3.5,51.6,30107012,93447256
194,Movie_194,2001,147,Thriller,4.1,35.6,4057065,5055256
195,Movie_195,1994,91,Adventure,3.0,13.2,38964461,139577866
196,Movie_196,2021,127,Comedy,4.8,100.0,62361413,122558008
197,Movie_197,1998,116,Comedy,4.0,100.0,12124419,27134762
198,Movie_198,2008,101,Family,2.6,2.8,75216783,169809662
199,Movie_199,2005,64,Sci-Fi,3.1,48.7,44146459,114926284
200,Movie_200,1992,160,Drama,5.0,26.8,13559012,21239407
201,Movie_201,2009,135,Sci-Fi,4.1,37.3,8893649,31790087
202,Movie_202,2013,199,Crime,3.1,23.4,14078469,26696155
203,Movie_203,2022,152,Fantasy,4.2,32.2,71165783,148374409
204,Movie_204,2013,160,Action,2.5,19.5,14418240,21561429
205,Movie_205,2000,67,Comedy,3.1,6.3,57477974,202650234
206,Movie_206,1997,66,Crime,1.6,18.0,39462701,91738301
207,Movie_207,2009,121,Family,4.0,55.5,39576114,160174646
208,Movie_208,2014,85,Animation,2.6,2.6,95730034,47865017
209,Movie_209,2014,99,Thriller,3.4,24.1,103863044,344351547
210,Movie_210,2018,195,Romance,2.3,2.2,38491579,50533062
211,Movie_211,2007,155,Crime,3.7,22.0,3375978,5987290
212,Movie_212,2007,91,Animation,3.4,4.6,8788233,21943193
213,Movie_213,1991,60,Sci-Fi,2.3,20.7,148471515,470302608
214,Movie_214,2005,89,Drama,3.1,91.0,7233239,36166195
215,Movie_215,2022,103,Horror,3.6,47.5,90197202,158307023
216,Movie_216,1993,110,Animation,3.9,57.3,38870677,71393955
217,Movie_217,2022,81,Drama,4.8,35.0,6052611,11306009
218,Movie_218,2003,153,Thriller,4.5,100.0,125977206,265648040
219,Movie_219,2010,98,Adventure,2.9,39.0,131627415,466351471
220,Movie_220,2009,139,Drama,2.9,5.5,47772568,123563058
221,Movie_221,1997,121,Fantasy,2.4,100.0,24621464,102348245
222,Movie_222,1996,148,Romance,2.7,7.1,46760781,180881460
223,Movie_223,1992,112,Crime,4.2,100.0,49410841,158122718
224,Movie_224,2006,92,Romance,2.2,28.6,48661345,104899946
225,Movie_225,2022,102,Documentary,3.4,3.8,66101851,45973951
226,Movie_226,2001,102,Sci-Fi,3.3,99.8,3475245,8351261
227,Movie_227,2011,181,Horror,2.9,4.9,5408780,9426267
228,Movie_228,2011,122,Mystery,2.5,9.6,16618530,40515112
229,Movie_229,2019,120,Animation,2.0,27.0,21515474,46977359
230,Movie_230,1997,146,Sci-Fi,2.5,56.4,50809762,107954729
231,Movie_231,2016,119,Horror,3.4,6.5,9429561,23454750
232,Movie_232,2016,153,Crime,4.0,48.7,38938440,29302365
233,Movie_233,2023,108,Sci-Fi,4.8,75.8,10249192,20481419
234,Movie_234,2010,105,Western,3.8,6.6,21962960,82784257
235,Movie_235,2019,90,War,4.0,52.1,137053762,480856878
236,Movie_236,2022,175,Crime,4.8,100.0,113023901,280318154
237,Movie_237,2017,117,Animation,3.8,100.0,152991070,128614305
238,Movie_238,2022,84,Family,4.3,8.8,44753311,98458477
239,Movie_239,1994,125,Documentary,3.2,71.3,34787549,68070064
240,Movie_240,2008,100,Sci-Fi,4.1,93.7,94495576,252907705
241,Movie_241,1993,108,Animation,3.7,100.0,4150870,11019731
242,Movie_242,2006,129,Action,3.3,19.6,191867688,574519775
243,Movie_243,2017,165,Horror,4.7,15.7,31029453,34321540
244,Movie_244,2019,123,Action,2.5,2.5,56317628,34844708
245,Movie_245,2018,98,Sci-Fi,2.8,25.5,65184116,134499848
246,Movie_246,1995,104,Mystery,4.4,6.6,49556081,72134089
247,Movie_247,2013,139,Horror,4.3,77.1,111061850,298976505
248,Movie_248,2018,61,Romance,3.5,7.7,16995196,43614324
249,Movie_249,2020,88,Adventure,3.8,85.4,37997284,47559918
250,Movie_250,2022,126,Horror,3.9,5.7,28132736,78298635
251,Movie_251,2010,68,Western,3.8,32.8,60891556,194343081
252,Movie_252,2021,110,Crime,3.7,24.3,25135860,103242398
253,Movie_253,2012,105,Drama,2.8,46.0,111681055,152496417
254,Movie_254,2022,146,Action,4.5,36.6,33709415,77399307
255,Movie_255,1992,112,Action,3.3,45.6,38394409,73070501
256,Movie_256,2007,155,Western,2.7,1.0,34001012,149458587
257,Movie_257,2014,122,Comedy,3.6,6.8,48727278,36145374
258,Movie_258,2020,173,Sci-Fi,3.8,36.4,35708482,116015011
259,Movie_259,1992,78,Horror,3.8,13.0,138563957,289527384
260,Movie_260,2013,168,War,4.3,4.0,7027651,10479456
261,Movie_261,2021,107,Documentary,3.2,12.3,675915,1554676
262,Movie_262,2011,164,Fantasy,3.4,75.7,36884881,99838004
263,Movie_263,2012,155,Action,2.8,39.0,72329999,45377148
264,Movie_264,1991,60,Mystery,3.7,10.5,52234022,116682175
265,Movie_265,2016,134,Horror,2.8,1.0,164483898,359457432
266,Movie_266,1991,149,Crime,3.0,22.1,10061582,9172550
267,Movie_267,2015,159,Fantasy,4.3,22.1,59205660,196953344
268,Movie_268,2006,84,Family,3.6,66.4,84605079,125963131
269,Movie_269,2022,137,Drama,4.6,100.0,121557276,457103992
270,Movie_270,1998,125,Western,4.4,23.3,37597266,72202046
271,Movie_271,2018,132,Western,3.7,58.3,22557631,11278815
272,Movie_272,2015,149,Western,3.8,50.4,155457628,622771898
273,Movie_273,2014,154,Sci-Fi,3.3,27.4,78383887,98175208
274,Movie_274,2013,100,Horror,4.3,3.4,31823593,60261131
275,Movie_275,2002,127,Western,3.8,32.1,52657964,93777546
276,Movie_276,1996,121,Adventure,4.2,21.9,16326473,31839200
277,Movie_277,2009,112,Fantasy,3.0,39.9,47705065,126854715
278,Movie_278,1990,115,Romance,2.4,6.7,38829668,142092166
279,Movie_279,1997,125,Sci-Fi,3.9,64.4,2000768,1000384
280,Movie_280,2005,101,Western,4.1,77.5,100401769,231464546
281,Movie_281,2003,146,Family,3.6,24.6,33686079,118978770
282,Movie_282,2001,158,Sci-Fi,4.0,9.6,32671000,83164225
283,Movie_283,2012,95,Mystery,2.8,48.9,16663957,46570771
284,Movie_284,2004,159,War,4.3,100.0,10931910,38907227
285,Movie_285,2017,95,Horror,4.4,60.3,17221216,16648067
286,Movie_286,2023,146,Horror,4.3,6.6,52488320,140012795
287,Movie_287,1991,159,Fantasy,3.6,25.3,5137597,17042718
288,Movie_288,2021,117,Fantasy,4.4,100.0,20238095,59626679
289,Movie_289,2012,95,Fantasy,2.6,50.3,192547108,366788969
290,Movie_290,2011,102,Animation,4.0,8.0,15840343,11186421
291,Movie_291,2014,130,Drama,4.1,64.5,170042394,474454939
292,Movie_292,2011,178,Western,3.9,21.8,5536007,10676935
293,Movie_293,2011,69,Romance,2.7,33.6,78990351,244432305
294,Movie_294,1995,123,Action,3.7,26.8,28967552,49349178
295,Movie_295,2004,117,Fantasy,3.3,64.7,10834281,42028900
296,Movie_296,2022,106,Thriller,1.9,12.3,77422430,273578760
297,Movie_297,1997,117,War,2.6,24.6,350263,435830
298,Movie_298,1994,103,Fantasy,4.4,68.2,21319644,88482418
299,Movie_299,1993,157,Animation,3.2,61.0,46425419,53896440
300,Movie_300,1995,160,Crime,4.3,11.3,13131280,40793072
301,Movie_301,2021,122,Romance,4.4,21.6,20213296,45464792
302,Movie_302,2019,115,Sci-Fi,3.9,1.0,4795452,11363543
303,Movie_303,2005,105,Family,3.0,37.8,95938407,344694849
304,Movie_304,2002,122,Documentary,4.3,16.5,27423462,78481032
305,Movie_305,2019,175,Horror,3.7,1.0,7849952,9798464
306,Movie_306,2008,116,Horror,3.5,27.6,11100585,21953757
307,Movie_307,2006,94,Fantasy,2.8,100.0,16090692,47896987
308,Movie_308,2008,108,Thriller,3.1,100.0,13033605,46547914
309,Movie_309,2017,142,Sci-Fi,2.8,23.3,34989130,117186508
310,Movie_310,2015,98,Animation,4.3,29.8,117808877,269858918
311,Movie_311,2015,118,Romance,4.7,13.9,10161843,21795695
312,Movie_312,2012,134,Drama,4.2,3.5,30206150,135945531
313,Movie_313,1998,100,Sci-Fi,3.7,59.2,54521714,185431242
314,Movie_314,2001,67,Documentary,3.3,80.5,10154435,23407520
315,Movie_315,1990,87,Western,3.9,100.0,8361329,21189117
316,Movie_316,1990,94,Thriller,3.2,100.0,8442400,12227588
317,Movie_317,2023,113,War,3.5,100.0,106846738,230791291
318,Movie_318,2021,121,Crime,2.8,1.4,62112373,119151404
319,Movie_319,2014,144,Western,4.0,100.0,20501433,43489550
320,Movie_320,1990,83,Comedy,4.1,23.9,116426549,420756706
321,Movie_321,2005,140,Crime,4.2,100.0,153464313,187654125
322,Movie_322,1994,108,Sci-Fi,3.9,29.1,25397637,58607048
323,Movie_323,2011,66,Comedy,3.9,27.4,35713185,55482096
324,Movie_324,2018,120,Animation,2.7,1.0,22164941,61065261
325,Movie_325,1992,159,Drama,2.6,2.7,12909776,49715927
326,Movie_326,2001,146,Documentary,3.8,55.6,75708633,243254992
327,Movie_327,2015,117,Comedy,4.4,100.0,52357381,142567097
328,Movie_328,2005,153,Fantasy,3.3,12.7,22855585,80230806
329,Movie_329,2011,125,Action,3.5,4.9,724218,2462773
330,Movie_330,2018,149,Action,3.5,12.0,72127025,149278277
331,Movie_331,2003,70,Fantasy,2.0,11.9,32444212,25655934
332,Movie_332,2017,82,Western,3.7,17.3,3794688,13904410
333,Movie_333,1994,141,Drama,3.1,5.0,6648142,8803541
334,Movie_334,2019,166,Adventure,4.0,13.4,49493886,66164888
335,Movie_335,1994,132,Mystery,3.5,100.0,39519520,88260402
336,Movie_336,2001,105,Horror,3.4,100.0,13753317,26371293
337,Movie_337,2005,94,Crime,3.4,19.0,7534126,9982368
338,Movie_338,2015,110,Sci-Fi,3.2,100.0,108025759,260691274
339,Movie_339,2015,156,Comedy,2.4,17.7,7243595,15984110
340,Movie_340,2010,109,Action,4.3,64.0,4478526,13363105
341,Movie_341,2022,151,Western,3.0,51.6,48371553,121610497
342,Movie_342,2019,139,Western,3.1,3.3,14554545,41066993
343,Movie_343,2012,171,Romance,3.6,21.0,53442965,125523740
344,Movie_344,1999,126,Sci-Fi,2.6,100.0,33578877,95106652
345,Movie_345,1994,118,Fantasy,3.1,2.6,11865193,24739360
346,Movie_346,2023,152,War,5.0,9.6,3609110,8561533
347,Movie_347,2020,91,Documentary,3.8,100.0,3663540,6038522
348,Movie_348,1999,106,Mystery,2.8,2.0,44077589,71706154
349,Movie_349,2008,69,Sci-Fi,1.8,29.6,70991570,180951346
350,Movie_350,2021,82,Thriller,4.3,100.0,58504305,253404889
351,Movie_351,1990,177,Romance,2.7,100.0,44929053,131538043
352,Movie_352,1994,140,Documentary,3.1,100.0,11844895,23802721
353,Movie_353,1993,78,Comedy,3.2,32.8,98948543,101917053
354,Movie_354,2005,155,Sci-Fi,2.8,4.5,49556877,158978822
355,Movie_355,2013,98,Adventure,3.4,74.1,59240963,216179236
356,Movie_356,2005,139,Family,3.1,61.7,12669254,38163956
357,Movie_357,1991,138,War,4.0,43.3,15156099,44805463
358,Movie_358,2017,169,War,3.6,100.0,119054128,129608927
359,Movie_359,2021,103,Family,4.6,100.0,32320200,84850017
360,Movie_360,2016,97,Animation,4.7,57.5,40354158,77050907
361,Movie_361,2009,60,Drama,2.7,5.9,5869714,18269371
362,Movie_362,2013,116,Thriller,3.2,5.0,25091145,35788243
363,Movie_363,2001,141,Drama,5.0,26.3,109034319,264774555
364,Movie_364,2022,145,Thriller,2.6,17.3,115204812,374355569
365,Movie_365,2022,157,Crime,4.1,7.1,65494949,116490374
366,Movie_366,2001,128,War,3.9,47.2,39443016,83909679
367,Movie_367,1992,135,Crime,2.8,57.5,133553793,450076813
368,Movie_368,1990,122,War,2.9,59.9,102724179,437925472
369,Movie_369,2022,141,Family,5.0,9.6,93654291,301795651
370,Movie_370,1999,91,Comedy,5.0,18.3,106771927,274815833
371,Movie_371,2018,77,Action,3.8,11.1,30187118,56791599
372,Movie_372,2002,95,Action,2.4,46.0,37273624,84686714
373,Movie_373,2001,126,Fantasy,4.5,41.9,27583474,87121102
374,Movie_374,2020,80,Comedy,2.4,35.0,67366572,133653398
375,Movie_375,1991,101,Action,4.1,17.6,44815475,91645338
376,Movie_376,2012,101,Western,2.2,13.5,3612291,4390177
377,Movie_377,2006,143,Sci-Fi,3.5,100.0,7343872,33187061
378,Movie_378,2015,139,Adventure,4.2,2.5,10679742,37035271
379,Movie_379,1997,122,Horror,1.2,53.4,55517116,116718181
380,Movie_380,2018,133,Drama,3.1,1.0,5815743,22428575
381,Movie_381,2015,134,Adventure,3.6,10.8,38915621,112470655
382,Movie_382,1999,109,Action,3.2,17.1,91890686,145223908
383,Movie_383,2015,103,Horror,3.0,100.0,147360939,288495708
384,Movie_384,2023,166,Thriller,3.4,7.4,27951111,41714013
385,Movie_385,1996,60,Fantasy,4.3,100.0,38117315,108304667
386,Movie_386,1993,97,Thriller,4.6,84.5,89049295,414480325
387,Movie_387,2000,113,Crime,4.1,56.8,137242288,342237127
388,Movie_388,2018,136,Thriller,4.7,26.5,24703458,46298586
389,Movie_389,2014,154,Sci-Fi,3.1,100.0,21775126,50796292
390,Movie_390,2010,175,Comedy,4.0,37.5,29968694,125869211
391,Movie_391,1999,117,Comedy,2.7,23.2,14638397,47607042
392,Movie_392,1998,119,War,5.0,44.0,98185895,261771929
393,Movie_393,2013,130,Thriller,3.6,13.2,19150779,17827431
394,Movie_394,2007,104,Mystery,4.1,15.9,29842539,81689408
395,Movie_395,2021,84,Sci-Fi,2.1,100.0,19280423,34159023
396,Movie_396,2013,117,Western,4.1,79.0,6330402,24657781
397,Movie_397,2012,142,Action,3.6,36.0,46652442,71042137
398,Movie_398,2021,112,Animation,3.9,26.9,44289353,73758493
399,Movie_399,2001,132,Sci-Fi,3.5,82.4,17470792,53736590
400,Movie_400,2002,63,Action,3.4,42.3,1595082,4115567
401,Movie_401,2012,120,Crime,3.3,26.8,138030360,233607322
402,Movie_402,2014,107,Crime,3.4,36.2,21967687,30638032
403,Movie_403,2019,81,Western,4.7,13.2,38691268,167471778
404,Movie_404,2006,139,Fantasy,3.2,11.3,7759570,18730780
405,Movie_405,2009,175,Sci-Fi,5.0,100.0,14462035,37676797
406,Movie_406,2014,149,Family,3.5,100.0,28568851,74576590
407,Movie_407,2011,151,Crime,4.6,27.3,41304723,27117183
408,Movie_408,2002,141,Crime,4.4,36.2,96212285,322484916
409,Movie_409,2008,139,Drama,2.2,87.8,17153626,32107763
410,Movie_410,2001,66,Romance,2.4,64.7,102700687,191371044
411,Movie_411,2008,116,Adventure,3.0,5.2,30665428,78246577
412,Movie_412,2001,135,Sci-Fi,2.3,23.5,28341312,14170656
413,Movie_413,1998,135,Drama,3.2,14.4,25243409,18806410
414,Movie_414,1996,158,Western,3.5,100.0,108656032,362997517
415,Movie_415,2017,89,Action,4.0,69.1,14451960,45687939
416,Movie_416,2003,138,Thriller,3.6,2.4,97373027,165548506
